Provinsi,Kode_Kab,Kabupaten_Kota,Bulan,Luas_Panen
DKI JAKARTA,3174.0,JAKARTA BARAT,Oktober,0.0
DKI JAKARTA,3175.0,JAKARTA UTARA,Oktober,18.45
JAWA BARAT,3201.0,BOGOR,Oktober,2618.0289132647617
JAWA BARAT,3202.0,SUKABUMI,Oktober,5196.632876775279
JAWA BARAT,3203.0,CIANJUR,Oktober,4566.781622751989
JAWA BARAT,3204.0,BANDUNG,Oktober,7644.769422730933
JAWA BARAT,3205.0,GARUT,Oktober,5712.985458858922
JAWA BARAT,3206.0,TASIKMALAYA,Oktober,4768.374491182682
JAWA BARAT,3207.0,CIAMIS,Oktober,8080.824652927468
JAWA BARAT,3208.0,KUNINGAN,Oktober,1969.3541089017097
JAWA BARAT,3209.0,CIREBON,Oktober,5199.07012607178
JAWA BARAT,3210.0,MAJALENGKA,Oktober,3562.9483023288703
JAWA BARAT,3211.0,SUMEDANG,Oktober,2799.1613189566287
JAWA BARAT,3212.0,INDRAMAYU,Oktober,40459.42649306899
JAWA BARAT,3213.0,SUBANG,Oktober,26985.53084375514
JAWA BARAT,3214.0,PURWAKARTA,Oktober,1966.9676519844518
JAWA BARAT,3215.0,KARAWANG,Oktober,13669.419999999998
JAWA BARAT,3216.0,BEKASI,Oktober,7371.605206325552
JAWA BARAT,3217.0,BANDUNG BARAT,Oktober,1214.6920802110994
JAWA BARAT,3218.0,PANGANDARAN,Oktober,5250.902691176577
JAWA BARAT,3271.0,BOGOR,Oktober,1.29
JAWA BARAT,3272.0,SUKABUMI,Oktober,116.88
JAWA BARAT,3273.0,BANDUNG,Oktober,140.25370068522247
JAWA BARAT,3274.0,CIREBON,Oktober,0.0
JAWA BARAT,3275.0,BEKASI,Oktober,104.15859548711457
JAWA BARAT,3276.0,DEPOK,Oktober,2.91
JAWA BARAT,3277.0,CIMAHI,Oktober,11.34
JAWA BARAT,3278.0,TASIKMALAYA,Oktober,1003.3921368093139
JAWA BARAT,3279.0,BANJAR,Oktober,1004.1532742641265
JAWA TENGAH,3301.0,CILACAP,Oktober,9756.886708113923
JAWA TENGAH,3302.0,BANYUMAS,Oktober,5473.850284305708
JAWA TENGAH,3303.0,PURBALINGGA,Oktober,2278.7740864448947
JAWA TENGAH,3304.0,BANJARNEGARA,Oktober,2538.5901892134657
JAWA TENGAH,3305.0,KEBUMEN,Oktober,228.14062953861492
JAWA TENGAH,3306.0,PURWOREJO,Oktober,2263.5031356617997
JAWA TENGAH,3307.0,WONOSOBO,Oktober,1247.556226002167
JAWA TENGAH,3308.0,MAGELANG,Oktober,2233.161667465463
JAWA TENGAH,3309.0,BOYOLALI,Oktober,2477.7654674895794
JAWA TENGAH,3310.0,KLATEN,Oktober,2846.005510212259
JAWA TENGAH,3311.0,SUKOHARJO,Oktober,8869.83404498383
JAWA TENGAH,3312.0,WONOGIRI,Oktober,1317.6218366538628
JAWA TENGAH,3313.0,KARANGANYAR,Oktober,1598.3309143163679
JAWA TENGAH,3314.0,SRAGEN,Oktober,17080.590235946114
JAWA TENGAH,3315.0,GROBOGAN,Oktober,79.77
JAWA TENGAH,3316.0,BLORA,Oktober,1655.5569907387214
JAWA TENGAH,3317.0,REMBANG,Oktober,49.581997953125565
JAWA TENGAH,3318.0,PATI,Oktober,2142.5240793180365
JAWA TENGAH,3319.0,KUDUS,Oktober,1780.1018730058502
JAWA TENGAH,3320.0,JEPARA,Oktober,155.2264764871022
JAWA TENGAH,3321.0,DEMAK,Oktober,807.238948343348
JAWA TENGAH,3322.0,SEMARANG,Oktober,1132.559935160816
JAWA TENGAH,3323.0,TEMANGGUNG,Oktober,488.1705724082506
JAWA TENGAH,3324.0,KENDAL,Oktober,2889.7830415634307
JAWA TENGAH,3325.0,BATANG,Oktober,2090.3350624123213
JAWA TENGAH,3326.0,PEKALONGAN,Oktober,1713.3751456494583
JAWA TENGAH,3327.0,PEMALANG,Oktober,2403.6804049191164
JAWA TENGAH,3328.0,TEGAL,Oktober,1553.0417624331055
JAWA TENGAH,3329.0,BREBES,Oktober,2283.7242217113535
JAWA TENGAH,3371.0,MAGELANG,Oktober,6.3100000000000005
JAWA TENGAH,3372.0,SURAKARTA,Oktober,5.19
JAWA TENGAH,3373.0,SALATIGA,Oktober,38.449999999999996
JAWA TENGAH,3374.0,SEMARANG,Oktober,445.8494278440101
JAWA TENGAH,3375.0,PEKALONGAN,Oktober,157.01
JAWA TENGAH,3376.0,TEGAL,Oktober,39.75
DI YOGYAKARTA,3401.0,KULON PROGO,Oktober,202.95757989831918
DI YOGYAKARTA,3402.0,BANTUL,Oktober,1006.0648309702874
DI YOGYAKARTA,3403.0,GUNUNG KIDUL,Oktober,212.30640629564581
DI YOGYAKARTA,3404.0,SLEMAN,Oktober,1514.7800000000002
DI YOGYAKARTA,3471.0,YOGYAKARTA,Oktober,2.36
JAWA TIMUR,3501.0,PACITAN,Oktober,203.59866510412857
JAWA TIMUR,3502.0,PONOROGO,Oktober,475.4699818554217
JAWA TIMUR,3503.0,TRENGGALEK,Oktober,1005.7549252352303
JAWA TIMUR,3504.0,TULUNGAGUNG,Oktober,3196.603904031034
JAWA TIMUR,3505.0,BLITAR,Oktober,1614.5161075320948
JAWA TIMUR,3506.0,KEDIRI,Oktober,603.7394528294021
JAWA TIMUR,3507.0,MALANG,Oktober,3095.375850263005
JAWA TIMUR,3508.0,LUMAJANG,Oktober,2339.427227899114
JAWA TIMUR,3509.0,JEMBER,Oktober,5378.94
JAWA TIMUR,3510.0,BANYUWANGI,Oktober,8722.352611619262
JAWA TIMUR,3511.0,BONDOWOSO,Oktober,2587.2013280466817
JAWA TIMUR,3512.0,SITUBONDO,Oktober,1096.1745419791487
JAWA TIMUR,3513.0,PROBOLINGGO,Oktober,660.1654731726517
JAWA TIMUR,3514.0,PASURUAN,Oktober,3718.4749959188994
JAWA TIMUR,3515.0,SIDOARJO,Oktober,4494.82
JAWA TIMUR,3516.0,MOJOKERTO,Oktober,2725.275315770032
JAWA TIMUR,3517.0,JOMBANG,Oktober,2132.578155709801
JAWA TIMUR,3518.0,NGANJUK,Oktober,2521.163951954418
JAWA TIMUR,3519.0,MADIUN,Oktober,1585.9838444976156
JAWA TIMUR,3520.0,MAGETAN,Oktober,1853.3590460366331
JAWA TIMUR,3521.0,NGAWI,Oktober,4550.750803610759
JAWA TIMUR,3522.0,BOJONEGORO,Oktober,4903.538653579331
JAWA TIMUR,3523.0,TUBAN,Oktober,7455.426396439719
JAWA TIMUR,3524.0,LAMONGAN,Oktober,3326.3851904844078
JAWA TIMUR,3525.0,GRESIK,Oktober,3851.8698884169926
JAWA TIMUR,3526.0,BANGKALAN,Oktober,707.3581512845858
JAWA TIMUR,3527.0,SAMPANG,Oktober,0.0
JAWA TIMUR,3528.0,PAMEKASAN,Oktober,0.0
JAWA TIMUR,3529.0,SUMENEP,Oktober,0.0032098340611392898
JAWA TIMUR,3571.0,KEDIRI,Oktober,24.89
JAWA TIMUR,3572.0,BLITAR,Oktober,12.37
JAWA TIMUR,3573.0,MALANG,Oktober,136.85999999999999
JAWA TIMUR,3574.0,PROBOLINGGO,Oktober,15.266246101096824
JAWA TIMUR,3575.0,PASURUAN,Oktober,36.06
JAWA TIMUR,3576.0,MOJOKERTO,Oktober,81.9
JAWA TIMUR,3577.0,MADIUN,Oktober,0.0
JAWA TIMUR,3578.0,SURABAYA,Oktober,40.25404323399774
JAWA TIMUR,3579.0,BATU,Oktober,6.94
BANTEN,3601.0,PANDEGLANG,Oktober,3005.858528815041
BANTEN,3602.0,LEBAK,Oktober,4827.832628216686
BANTEN,3603.0,TANGERANG,Oktober,6192.682158531337
BANTEN,3604.0,SERANG,Oktober,8998.471438918958
BANTEN,3671.0,TANGERANG,Oktober,18.63
BANTEN,3672.0,CILEGON,Oktober,165.70051113964172
BANTEN,3673.0,SERANG,Oktober,431.57652451697606
BANTEN,3674.0,TANGERANG SELATAN,Oktober,0.0
BALI,5101.0,JEMBRANA,Oktober,1380.071925938614
BALI,5102.0,TABANAN,Oktober,2784.87675441953
BALI,5103.0,BADUNG,Oktober,2117.73
BALI,5104.0,GIANYAR,Oktober,1060.8899999999999
BALI,5105.0,KLUNGKUNG,Oktober,588.47
BALI,5106.0,BANGLI,Oktober,431.65999999999997
BALI,5107.0,KARANGASEM,Oktober,470.3248352929353
BALI,5108.0,BULELENG,Oktober,1452.8130883577849
BALI,5171.0,DENPASAR,Oktober,293.69360917394897
NUSA TENGGARA BARAT,5201.0,LOMBOK BARAT,Oktober,2177.8835631229313
NUSA TENGGARA BARAT,5202.0,LOMBOK TENGAH,Oktober,1123.9131394514625
NUSA TENGGARA BARAT,5203.0,LOMBOK TIMUR,Oktober,1525.19583455174
NUSA TENGGARA BARAT,5204.0,SUMBAWA,Oktober,3431.715213219907
NUSA TENGGARA BARAT,5205.0,DOMPU,Oktober,566.490794606644
NUSA TENGGARA BARAT,5206.0,BIMA,Oktober,2458.2222068051015
NUSA TENGGARA BARAT,5207.0,SUMBAWA BARAT,Oktober,106.01902802180459
NUSA TENGGARA BARAT,5208.0,LOMBOK UTARA,Oktober,327.34940280626034
NUSA TENGGARA BARAT,5271.0,MATARAM,Oktober,346.70448236275564
NUSA TENGGARA BARAT,5272.0,BIMA,Oktober,140.5263441473381
NUSA TENGGARA TIMUR,5301.0,SUMBA BARAT,Oktober,361.5218646540153
NUSA TENGGARA TIMUR,5302.0,SUMBA TIMUR,Oktober,464.47306981678565
NUSA TENGGARA TIMUR,5303.0,KUPANG,Oktober,177.63
NUSA TENGGARA TIMUR,5304.0,TIMOR TENGAH SELATAN,Oktober,89.71
NUSA TENGGARA TIMUR,5305.0,TIMOR TENGAH UTARA,Oktober,552.04
NUSA TENGGARA TIMUR,5306.0,BELU,Oktober,136.44
NUSA TENGGARA TIMUR,5307.0,ALOR,Oktober,24.260000000000005
NUSA TENGGARA TIMUR,5308.0,LEMBATA,Oktober,10.87
NUSA TENGGARA TIMUR,5309.0,FLORES TIMUR,Oktober,46.02
NUSA TENGGARA TIMUR,5310.0,SIKKA,Oktober,305.98
NUSA TENGGARA TIMUR,5311.0,ENDE,Oktober,370.82000000000005
NUSA TENGGARA TIMUR,5312.0,NGADA,Oktober,348.09000000000003
NUSA TENGGARA TIMUR,5313.0,MANGGARAI,Oktober,1250.92
NUSA TENGGARA TIMUR,5314.0,ROTE NDAO,Oktober,735.0045859007743
NUSA TENGGARA TIMUR,5315.0,MANGGARAI BARAT,Oktober,2635.33
NUSA TENGGARA TIMUR,5316.0,SUMBA TENGAH,Oktober,0.0
NUSA TENGGARA TIMUR,5317.0,SUMBA BARAT DAYA,Oktober,164.04
NUSA TENGGARA TIMUR,5318.0,NAGEKEO,Oktober,132.14
NUSA TENGGARA TIMUR,5319.0,MANGGARAI TIMUR,Oktober,1365.8909221453614
NUSA TENGGARA TIMUR,5320.0,SABU RAIJUA,Oktober,141.47
NUSA TENGGARA TIMUR,5321.0,MALAKA,Oktober,155.05
NUSA TENGGARA TIMUR,5371.0,KUPANG,Oktober,7.75
KALIMANTAN BARAT,6101.0,SAMBAS,Oktober,2622.735743084114
KALIMANTAN BARAT,6102.0,BENGKAYANG,Oktober,767.2153439878718
KALIMANTAN BARAT,6103.0,LANDAK,Oktober,5271.195012530328
KALIMANTAN BARAT,6104.0,MEMPAWAH,Oktober,2115.33704237873
KALIMANTAN BARAT,6105.0,SANGGAU,Oktober,342.1798900604738
KALIMANTAN BARAT,6106.0,KETAPANG,Oktober,279.77723457097403
KALIMANTAN BARAT,6107.0,SINTANG,Oktober,646.8913996557814
KALIMANTAN BARAT,6108.0,KAPUAS HULU,Oktober,153.70119652751933
KALIMANTAN BARAT,6109.0,SEKADAU,Oktober,803.948903543204
KALIMANTAN BARAT,6110.0,MELAWI,Oktober,57.328293170590136
KALIMANTAN BARAT,6111.0,KAYONG UTARA,Oktober,498.29178296041164
KALIMANTAN BARAT,6112.0,KUBU RAYA,Oktober,369.84753068410566
KALIMANTAN BARAT,6171.0,PONTIANAK,Oktober,0.0
KALIMANTAN BARAT,6172.0,SINGKAWANG,Oktober,13.60619114527014
KALIMANTAN TENGAH,6201.0,KOTAWARINGIN BARAT,Oktober,0.0
KALIMANTAN TENGAH,6202.0,KOTAWARINGIN TIMUR,Oktober,1251.0856482593642
KALIMANTAN TENGAH,6203.0,KAPUAS,Oktober,7901.848217774929
KALIMANTAN TENGAH,6204.0,BARITO SELATAN,Oktober,926.4616593988374
KALIMANTAN TENGAH,6205.0,BARITO UTARA,Oktober,0.0
KALIMANTAN TENGAH,6206.0,SUKAMARA,Oktober,0.0006424171380485312
KALIMANTAN TENGAH,6207.0,LAMANDAU,Oktober,5.205057305635159
KALIMANTAN TENGAH,6208.0,SERUYAN,Oktober,219.24602361436112
KALIMANTAN TENGAH,6209.0,KATINGAN,Oktober,195.5
KALIMANTAN TENGAH,6210.0,PULANG PISAU,Oktober,547.8199999999999
KALIMANTAN TENGAH,6211.0,GUNUNG MAS,Oktober,0.0
KALIMANTAN TENGAH,6212.0,BARITO TIMUR,Oktober,421.97082741905666
KALIMANTAN TENGAH,6213.0,MURUNG RAYA,Oktober,0.0
KALIMANTAN TENGAH,6271.0,PALANGKA RAYA,Oktober,0.0
KALIMANTAN SELATAN,6301.0,TANAH LAUT,Oktober,908.6538370448235
KALIMANTAN SELATAN,6302.0,KOTABARU,Oktober,594.9117080462921
KALIMANTAN SELATAN,6303.0,BANJAR,Oktober,5597.01793563087
KALIMANTAN SELATAN,6304.0,BARITO KUALA,Oktober,1356.7500000000002
KALIMANTAN SELATAN,6305.0,TAPIN,Oktober,6065.041473762381
KALIMANTAN SELATAN,6306.0,HULU SUNGAI SELATAN,Oktober,2185.1770385841587
KALIMANTAN SELATAN,6307.0,HULU SUNGAI TENGAH,Oktober,233.11703061068673
KALIMANTAN SELATAN,6308.0,HULU SUNGAI UTARA,Oktober,5013.990904808382
KALIMANTAN SELATAN,6309.0,TABALONG,Oktober,2582.4158577155563
KALIMANTAN SELATAN,6310.0,TANAH BUMBU,Oktober,1349.6035556272248
KALIMANTAN SELATAN,6311.0,BALANGAN,Oktober,16.18
KALIMANTAN SELATAN,6371.0,BANJARMASIN,Oktober,1017.4
KALIMANTAN SELATAN,6372.0,BANJAR BARU,Oktober,1.8372601747021888
KALIMANTAN TIMUR,6401.0,PASER,Oktober,614.5199680225996
KALIMANTAN TIMUR,6402.0,KUTAI BARAT,Oktober,16.07
KALIMANTAN TIMUR,6403.0,KUTAI KARTANEGARA,Oktober,4811.864844998406
KALIMANTAN TIMUR,6404.0,KUTAI TIMUR,Oktober,127.275884951452
KALIMANTAN TIMUR,6405.0,BERAU,Oktober,477.05588797067674
KALIMANTAN TIMUR,6409.0,PENAJAM PASER UTARA,Oktober,320.73343168393427
KALIMANTAN TIMUR,6411.0,MAHAKAM HULU,Oktober,0.0
KALIMANTAN TIMUR,6471.0,BALIKPAPAN,Oktober,0.0
KALIMANTAN TIMUR,6472.0,SAMARINDA,Oktober,656.96
KALIMANTAN TIMUR,6474.0,BONTANG,Oktober,0.11111
KALIMANTAN UTARA,6501.0,MALINAU,Oktober,0.0
KALIMANTAN UTARA,6502.0,BULUNGAN,Oktober,226.7246913127915
KALIMANTAN UTARA,6503.0,TANA TIDUNG,Oktober,0.0
KALIMANTAN UTARA,6504.0,NUNUKAN,Oktober,208.1858415613625
KALIMANTAN UTARA,6571.0,TARAKAN,Oktober,0.0
SULAWESI UTARA,7101.0,BOLAANG MONGONDOW,Oktober,2611.8600000000006
SULAWESI UTARA,7102.0,MINAHASA,Oktober,427.8699999999999
SULAWESI UTARA,7103.0,KEPULAUAN SANGIHE,Oktober,0.0
SULAWESI UTARA,7104.0,KEPULAUAN TALAUD,Oktober,0.0
SULAWESI UTARA,7105.0,MINAHASA SELATAN,Oktober,253.85
SULAWESI UTARA,7106.0,MINAHASA UTARA,Oktober,36.58
SULAWESI UTARA,7107.0,BOLAANG MONGONDOW UTARA,Oktober,819.4699999999999
SULAWESI UTARA,7108.0,SIAU TAGULANDANG BIARO,Oktober,0.0
SULAWESI UTARA,7109.0,MINAHASA TENGGARA,Oktober,70.79
SULAWESI UTARA,7110.0,BOLAANG MONGONDOW SELATAN,Oktober,125.48
SULAWESI UTARA,7111.0,BOLAANG MONGONDOW TIMUR,Oktober,88.87
SULAWESI UTARA,7171.0,MANADO,Oktober,0.0
SULAWESI UTARA,7172.0,BITUNG,Oktober,0.0
SULAWESI UTARA,7173.0,TOMOHON,Oktober,0.0
SULAWESI UTARA,7174.0,KOTAMOBAGU,Oktober,43.11
SULAWESI TENGAH,7201.0,BANGGAI KEPULAUAN,Oktober,0.6382989048960904
SULAWESI TENGAH,7202.0,BANGGAI,Oktober,9905.880151332694
SULAWESI TENGAH,7203.0,MOROWALI,Oktober,125.32
SULAWESI TENGAH,7204.0,POSO,Oktober,973.44
SULAWESI TENGAH,7205.0,DONGGALA,Oktober,2651.2985238552333
SULAWESI TENGAH,7206.0,TOLI-TOLI,Oktober,2613.4184773838806
SULAWESI TENGAH,7207.0,BUOL,Oktober,473.3201726707859
SULAWESI TENGAH,7208.0,PARIGI MOUTONG,Oktober,8876.136078282925
SULAWESI TENGAH,7209.0,TOJO UNA-UNA,Oktober,371.21000000000004
SULAWESI TENGAH,7210.0,SIGI,Oktober,1499.3692441653252
SULAWESI TENGAH,7211.0,BANGGAI LAUT,Oktober,1.2046324897693592
SULAWESI TENGAH,7212.0,MOROWALI UTARA,Oktober,1204.3335963502195
SULAWESI TENGAH,7271.0,PALU,Oktober,18.513729921030667
SULAWESI SELATAN,7301.0,KEPULAUAN SELAYAR,Oktober,0.0
SULAWESI SELATAN,7302.0,BULUKUMBA,Oktober,5390.19
SULAWESI SELATAN,7303.0,BANTAENG,Oktober,1975.7400000000002
SULAWESI SELATAN,7304.0,JENEPONTO,Oktober,536.496283096855
SULAWESI SELATAN,7305.0,TAKALAR,Oktober,9.827143911837439
SULAWESI SELATAN,7306.0,GOWA,Oktober,1385.92
SULAWESI SELATAN,7307.0,SINJAI,Oktober,162.98000000000002
SULAWESI SELATAN,7308.0,MAROS,Oktober,306.01189936117294
SULAWESI SELATAN,7309.0,PANGKAJENE DAN KEPULAUAN,Oktober,0.10914870007170238
SULAWESI SELATAN,7310.0,BARRU,Oktober,0.0
SULAWESI SELATAN,7311.0,BONE,Oktober,12756.318516625168
SULAWESI SELATAN,7312.0,SOPPENG,Oktober,4295.375763453009
SULAWESI SELATAN,7313.0,WAJO,Oktober,10837.101174355816
SULAWESI SELATAN,7314.0,SIDENRENG RAPPANG,Oktober,13721.55722436311
SULAWESI SELATAN,7315.0,PINRANG,Oktober,17020.677909867223
SULAWESI SELATAN,7316.0,ENREKANG,Oktober,407.50716853880135
SULAWESI SELATAN,7317.0,LUWU,Oktober,11355.400000000001
SULAWESI SELATAN,7318.0,TANA TORAJA,Oktober,634.22
SULAWESI SELATAN,7322.0,LUWU UTARA,Oktober,6203.918545340102
SULAWESI SELATAN,7325.0,LUWU TIMUR,Oktober,1494.3600000000001
SULAWESI SELATAN,7326.0,TORAJA UTARA,Oktober,75.98
SULAWESI SELATAN,7371.0,MAKASSAR,Oktober,43.85
SULAWESI SELATAN,7372.0,PAREPARE,Oktober,0.26213821926072906
SULAWESI SELATAN,7373.0,PALOPO,Oktober,795.54
SULAWESI TENGGARA,7401.0,BUTON,Oktober,248.95000000000002
SULAWESI TENGGARA,7402.0,MUNA,Oktober,161.76
SULAWESI TENGGARA,7403.0,KONAWE,Oktober,6879.602832807425
SULAWESI TENGGARA,7404.0,KOLAKA,Oktober,588.849490698548
SULAWESI TENGGARA,7405.0,KONAWE SELATAN,Oktober,4793.16
SULAWESI TENGGARA,7406.0,BOMBANA,Oktober,3368.87
SULAWESI TENGGARA,7407.0,WAKATOBI,Oktober,0.0
SULAWESI TENGGARA,7408.0,KOLAKA UTARA,Oktober,228.92217423539307
SULAWESI TENGGARA,7409.0,BUTON UTARA,Oktober,124.12233015168717
SULAWESI TENGGARA,7410.0,KONAWE UTARA,Oktober,493.67
SULAWESI TENGGARA,7411.0,KOLAKA TIMUR,Oktober,4558.972462526455
SULAWESI TENGGARA,7412.0,KONAWE KEPULAUAN,Oktober,39.78945864046952
SULAWESI TENGGARA,7413.0,MUNA BARAT,Oktober,289.35999999999996
SULAWESI TENGGARA,7414.0,BUTON TENGAH,Oktober,0.0
SULAWESI TENGGARA,7415.0,BUTON SELATAN,Oktober,0.0
SULAWESI TENGGARA,7471.0,KENDARI,Oktober,274.67
SULAWESI TENGGARA,7472.0,BAUBAU,Oktober,878.94
GORONTALO,7501.0,BOALEMO,Oktober,652.377003683346
GORONTALO,7502.0,GORONTALO,Oktober,1293.142428963772
GORONTALO,7503.0,POHUWATO,Oktober,823.3249561413435
GORONTALO,7504.0,BONE BOLANGO,Oktober,44.08865057244954
GORONTALO,7505.0,GORONTALO UTARA,Oktober,1142.7433666176692
GORONTALO,7571.0,GORONTALO,Oktober,7.61
SULAWESI BARAT,7601.0,MAJENE,Oktober,185.71
SULAWESI BARAT,7602.0,POLEWALI MANDAR,Oktober,2200.06
SULAWESI BARAT,7603.0,MAMASA,Oktober,426.94
SULAWESI BARAT,7604.0,MAMUJU,Oktober,1900.1200000000001
SULAWESI BARAT,7605.0,PASANGKAYU,Oktober,60.88
SULAWESI BARAT,7606.0,MAMUJU TENGAH,Oktober,212.09
MALUKU,8101.0,KEPULAUAN TANIMBAR,Oktober,0.0
MALUKU,8102.0,MALUKU TENGGARA,Oktober,0.0
MALUKU,8103.0,MALUKU TENGAH,Oktober,19.44
MALUKU,8104.0,BURU,Oktober,164.88
MALUKU,8105.0,KEPULAUAN ARU,Oktober,0.0
MALUKU,8106.0,SERAM BAGIAN BARAT,Oktober,0.0
MALUKU,8107.0,SERAM BAGIAN TIMUR,Oktober,411.16
MALUKU,8108.0,MALUKU BARAT DAYA,Oktober,0.0
MALUKU,8109.0,BURU SELATAN,Oktober,0.0
MALUKU,8171.0,AMBON,Oktober,0.0
MALUKU,8172.0,TUAL,Oktober,0.0
MALUKU UTARA,8201.0,HALMAHERA BARAT,Oktober,0.0
MALUKU UTARA,8202.0,HALMAHERA TENGAH,Oktober,0.0
MALUKU UTARA,8203.0,KEPULAUAN SULA,Oktober,27.800377822772607
MALUKU UTARA,8204.0,HALMAHERA SELATAN,Oktober,15.247762335193627
MALUKU UTARA,8205.0,HALMAHERA UTARA,Oktober,87.96118144657481
MALUKU UTARA,8206.0,HALMAHERA TIMUR,Oktober,88.57612767291695
MALUKU UTARA,8207.0,PULAU MOROTAI,Oktober,0.0
MALUKU UTARA,8208.0,PULAU TALIABU,Oktober,0.0
MALUKU UTARA,8271.0,TERNATE,Oktober,0.0
MALUKU UTARA,8272.0,TIDORE KEPULAUAN,Oktober,0.846938775510204
PAPUA BARAT,9101.0,FAKFAK,Oktober,0.0
PAPUA BARAT,9102.0,KAIMANA,Oktober,0.0
PAPUA BARAT,9103.0,TELUK WONDAMA,Oktober,0.0
PAPUA BARAT,9104.0,TELUK BINTUNI,Oktober,0.0
PAPUA BARAT,9105.0,MANOKWARI,Oktober,200.4607957121988
PAPUA BARAT,9111.0,MANOKWARI SELATAN,Oktober,226.31
PAPUA BARAT,9112.0,PEGUNUNGAN ARFAK,Oktober,0.0
PAPUA BARAT DAYA,9201.0,RAJA AMPAT,Oktober,0.0
PAPUA BARAT DAYA,9202.0,SORONG,Oktober,18.88056632012393
PAPUA BARAT DAYA,9203.0,SORONG SELATAN,Oktober,25.36
PAPUA BARAT DAYA,9204.0,MAYBRAT,Oktober,0.0
PAPUA BARAT DAYA,9205.0,TAMBRAUW,Oktober,0.0
PAPUA BARAT DAYA,9271.0,SORONG,Oktober,0.0
PAPUA,9403.0,JAYAPURA,Oktober,3.3278619422287306
PAPUA,9408.0,KEPULAUAN YAPEN,Oktober,1.3231194884392588
PAPUA,9409.0,BIAK NUMFOR,Oktober,0.0
PAPUA,9419.0,SARMI,Oktober,6.47
PAPUA,9420.0,KEEROM,Oktober,0.3779562738015659
PAPUA,9426.0,WAROPEN,Oktober,3.0702550255382928
PAPUA,9427.0,SUPIORI,Oktober,6.214791035289676
PAPUA,9428.0,MAMBERAMO RAYA,Oktober,0.0
PAPUA,9471.0,JAYAPURA,Oktober,0.0
PAPUA SELATAN,9501.0,MERAUKE,Oktober,2194.5114491802906
PAPUA SELATAN,9502.0,BOVEN DIGOEL,Oktober,0.0
PAPUA SELATAN,9503.0,MAPPI,Oktober,0.0
PAPUA SELATAN,9504.0,ASMAT,Oktober,0.0
PAPUA TENGAH,9601.0,MIMIKA,Oktober,0.0
PAPUA TENGAH,9602.0,DOGIYAI,Oktober,0.0
PAPUA TENGAH,9603.0,DEIYAI,Oktober,0.0
PAPUA TENGAH,9604.0,NABIRE,Oktober,175.92894059194424
PAPUA TENGAH,9605.0,PANIAI,Oktober,0.0
PAPUA TENGAH,9606.0,INTAN JAYA,Oktober,0.0
PAPUA TENGAH,9607.0,PUNCAK,Oktober,0.0
PAPUA TENGAH,9608.0,PUNCAK JAYA,Oktober,0.0
PAPUA PENGUNUNGAN,9701.0,NDUGA,Oktober,0.0
PAPUA PENGUNUNGAN,9702.0,JAYAWIJAYA,Oktober,0.0
PAPUA PENGUNUNGAN,9703.0,LANNY JAYA,Oktober,0.0
PAPUA PENGUNUNGAN,9704.0,TOLIKARA,Oktober,0.0
PAPUA PENGUNUNGAN,9705.0,MAMBERAMO TENGAH,Oktober,0.0
PAPUA PENGUNUNGAN,9706.0,YALIMO,Oktober,0.0
PAPUA PENGUNUNGAN,9707.0,YAHUKIMO,Oktober,0.0
ACEH,1102.0,ACEH SINGKIL,November,112.4
ACEH,1103.0,ACEH SELATAN,November,936.17
ACEH,1104.0,ACEH TENGGARA,November,2512.3666065007155
ACEH,1105.0,ACEH TIMUR,November,1927.3758753893233
ACEH,1106.0,ACEH TENGAH,November,241.80999999999997
ACEH,1107.0,ACEH BARAT,November,102.74507141878495
ACEH,1108.0,ACEH BESAR,November,1350.1756514369729
ACEH,1109.0,PIDIE,November,914.6875862416205
ACEH,1110.0,BIREUEN,November,4613.150731125783
ACEH,1111.0,ACEH UTARA,November,3968.9972579010346
ACEH,1112.0,ACEH BARAT DAYA,November,49.41
ACEH,1113.0,GAYO LUES,November,127.37507862142833
ACEH,1114.0,ACEH TAMIANG,November,2045.8702643554047
ACEH,1115.0,NAGAN RAYA,November,1441.868221638202
ACEH,1116.0,ACEH JAYA,November,503.1485194142677
ACEH,1117.0,BENER MERIAH,November,0.016561188044484344
ACEH,1118.0,PIDIE JAYA,November,2157.521451568357
ACEH,1171.0,BANDA ACEH,November,0.18355225774761155
ACEH,1172.0,SABANG,November,0.0
ACEH,1173.0,LANGSA,November,396.7746133328359
ACEH,1174.0,LHOKSEUMAWE,November,274.7007948888756
ACEH,1175.0,SUBULUSSALAM,November,2.46
SUMATERA UTARA,1201.0,NIAS,November,1032.43805555103
SUMATERA UTARA,1202.0,MANDAILING NATAL,November,1871.9599763473664
SUMATERA UTARA,1203.0,TAPANULI SELATAN,November,568.0691536076648
SUMATERA UTARA,1204.0,TAPANULI TENGAH,November,1017.0808144241084
SUMATERA UTARA,1205.0,TAPANULI UTARA,November,514.8139987235136
SUMATERA UTARA,1206.0,TOBA,November,84.8
SUMATERA UTARA,1207.0,LABUHAN BATU,November,46.85723559101166
SUMATERA UTARA,1208.0,ASAHAN,November,1122.517013159694
SUMATERA UTARA,1209.0,SIMALUNGUN,November,2901.07
SUMATERA UTARA,1210.0,DAIRI,November,278.06
SUMATERA UTARA,1211.0,KARO,November,601.059059089044
SUMATERA UTARA,1212.0,DELI SERDANG,November,2306.3395048914695
SUMATERA UTARA,1213.0,LANGKAT,November,3007.4461201078793
